Periodo,Dolar,year,mes,dia
2000-01-01,,2000,01,01
2000-01-02,,2000,01,02
2000-01-03,530.07,2000,01,03
2000-01-04,527.28,2000,01,04
2000-01-05,529.08,2000,01,05
2000-01-06,530.67,2000,01,06
2000-01-07,527.76,2000,01,07
2000-01-08,,2000,01,08
2000-01-09,,2000,01,09
2000-01-10,523.51,2000,01,10
2000-01-11,521.66,2000,01,11
2000-01-12,519.79,2000,01,12
2000-01-13,521.46,2000,01,13
2000-01-14,517.08,2000,01,14
2000-01-15,,2000,01,15
2000-01-16,,2000,01,16
2000-01-17,515.75,2000,01,17
2000-01-18,516.56,2000,01,18
2000-01-19,513.07,2000,01,19
2000-01-20,516.07,2000,01,20
2000-01-21,517.96,2000,01,21
2000-01-22,,2000,01,22
2000-01-23,,2000,01,23
2000-01-24,518.29,2000,01,24
2000-01-25,515.67,2000,01,25
2000-01-26,515.62,2000,01,26
2000-01-27,516.55,2000,01,27
2000-01-28,517.61,2000,01,28
2000-01-29,,2000,01,29
2000-01-30,,2000,01,30
2000-01-31,517.89,2000,01,31
2000-02-01,517.79,2000,02,01
2000-02-02,518.58,2000,02,02
2000-02-03,517.26,2000,02,03
2000-02-04,514.06,2000,02,04
2000-02-05,,2000,02,05
2000-02-06,,2000,02,06
2000-02-07,515.01,2000,02,07
2000-02-08,514.49,2000,02,08
2000-02-09,514.73,2000,02,09
2000-02-10,514.5,2000,02,10
2000-02-11,515.72,2000,02,11
2000-02-12,,2000,02,12
2000-02-13,,2000,02,13
2000-02-14,515.43,2000,02,14
2000-02-15,514.8,2000,02,15
2000-02-16,514.38,2000,02,16
2000-02-17,513.08,2000,02,17
2000-02-18,511.64,2000,02,18
2000-02-19,,2000,02,19
2000-02-20,,2000,02,20
2000-02-21,511.7,2000,02,21
2000-02-22,511.31,2000,02,22
2000-02-23,509.28,2000,02,23
2000-02-24,508.12,2000,02,24
2000-02-25,506.69,2000,02,25
2000-02-26,,2000,02,26
2000-02-27,,2000,02,27
2000-02-28,507.32,2000,02,28
2000-02-29,503.98,2000,02,29
2000-03-01,501.36,2000,03,01
2000-03-02,503.15,2000,03,02
2000-03-03,502.83,2000,03,03
2000-03-04,,2000,03,04
2000-03-05,,2000,03,05
2000-03-06,503.61,2000,03,06
2000-03-07,503.13,2000,03,07
2000-03-08,505.33,2000,03,08
2000-03-09,507.33,2000,03,09
2000-03-10,505.63,2000,03,10
2000-03-11,,2000,03,11
2000-03-12,,2000,03,12
2000-03-13,507.75,2000,03,13
2000-03-14,507.65,2000,03,14
2000-03-15,505.75,2000,03,15
2000-03-16,506.78,2000,03,16
2000-03-17,505.86,2000,03,17
2000-03-18,,2000,03,18
2000-03-19,,2000,03,19
2000-03-20,506.29,2000,03,20
2000-03-21,506.39,2000,03,21
2000-03-22,505.35,2000,03,22
2000-03-23,503.98,2000,03,23
2000-03-24,502.97,2000,03,24
2000-03-25,,2000,03,25
2000-03-26,,2000,03,26
2000-03-27,502.26,2000,03,27
2000-03-28,502.78,2000,03,28
2000-03-29,502.12,2000,03,29
2000-03-30,501.04,2000,03,30
2000-03-31,501.41,2000,03,31
2000-04-01,,2000,04,01
2000-04-02,,2000,04,02
2000-04-03,502.22,2000,04,03
2000-04-04,503.96,2000,04,04
2000-04-05,503.0,2000,04,05
2000-04-06,505.08,2000,04,06
2000-04-07,505.62,2000,04,07
2000-04-08,,2000,04,08
2000-04-09,,2000,04,09
2000-04-10,505.2,2000,04,10
2000-04-11,505.39,2000,04,11
2000-04-12,505.71,2000,04,12
2000-04-13,505.34,2000,04,13
2000-04-14,505.63,2000,04,14
2000-04-15,,2000,04,15
2000-04-16,,2000,04,16
2000-04-17,508.41,2000,04,17
2000-04-18,513.21,2000,04,18
2000-04-19,511.33,2000,04,19
2000-04-20,507.83,2000,04,20
2000-04-21,,2000,04,21
2000-04-22,,2000,04,22
2000-04-23,,2000,04,23
2000-04-24,510.4,2000,04,24
2000-04-25,513.1,2000,04,25
2000-04-26,512.89,2000,04,26
2000-04-27,513.96,2000,04,27
2000-04-28,515.61,2000,04,28
2000-04-29,,2000,04,29
2000-04-30,,2000,04,30
2000-05-01,,2000,05,01
2000-05-02,515.35,2000,05,02
2000-05-03,514.46,2000,05,03
2000-05-04,515.71,2000,05,04
2000-05-05,517.59,2000,05,05
2000-05-06,,2000,05,06
2000-05-07,,2000,05,07
2000-05-08,518.81,2000,05,08
2000-05-09,522.35,2000,05,09
2000-05-10,523.89,2000,05,10
2000-05-11,526.08,2000,05,11
2000-05-12,523.65,2000,05,12
2000-05-13,,2000,05,13
2000-05-14,,2000,05,14
2000-05-15,520.25,2000,05,15
2000-05-16,521.6,2000,05,16
2000-05-17,516.58,2000,05,17
2000-05-18,519.89,2000,05,18
2000-05-19,520.81,2000,05,19
2000-05-20,,2000,05,20
2000-05-21,,2000,05,21
2000-05-22,523.64,2000,05,22
2000-05-23,525.42,2000,05,23
2000-05-24,524.26,2000,05,24
2000-05-25,525.73,2000,05,25
2000-05-26,525.19,2000,05,26
2000-05-27,,2000,05,27
2000-05-28,,2000,05,28
2000-05-29,525.43,2000,05,29
2000-05-30,525.13,2000,05,30
2000-05-31,524.77,2000,05,31
2000-06-01,524.0,2000,06,01
2000-06-02,522.9,2000,06,02
2000-06-03,,2000,06,03
2000-06-04,,2000,06,04
2000-06-05,520.03,2000,06,05
2000-06-06,520.47,2000,06,06
2000-06-07,522.92,2000,06,07
2000-06-08,524.42,2000,06,08
2000-06-09,525.68,2000,06,09
2000-06-10,,2000,06,10
2000-06-11,,2000,06,11
2000-06-12,528.31,2000,06,12
2000-06-13,530.17,2000,06,13
2000-06-14,532.29,2000,06,14
2000-06-15,530.55,2000,06,15
2000-06-16,531.99,2000,06,16
2000-06-17,,2000,06,17
2000-06-18,,2000,06,18
2000-06-19,,2000,06,19
2000-06-20,533.03,2000,06,20
2000-06-21,531.49,2000,06,21
2000-06-22,532.95,2000,06,22
2000-06-23,534.31,2000,06,23
2000-06-24,,2000,06,24
2000-06-25,,2000,06,25
2000-06-26,,2000,06,26
2000-06-27,537.38,2000,06,27
2000-06-28,537.28,2000,06,28
2000-06-29,535.97,2000,06,29
2000-06-30,538.61,2000,06,30
2000-07-01,,2000,07,01
2000-07-02,,2000,07,02
2000-07-03,538.62,2000,07,03
2000-07-04,537.46,2000,07,04
2000-07-05,533.42,2000,07,05
2000-07-06,535.57,2000,07,06
2000-07-07,537.63,2000,07,07
2000-07-08,,2000,07,08
2000-07-09,,2000,07,09
2000-07-10,535.99,2000,07,10
2000-07-11,535.56,2000,07,11
2000-07-12,534.91,2000,07,12
2000-07-13,536.67,2000,07,13
2000-07-14,539.93,2000,07,14
2000-07-15,,2000,07,15
2000-07-16,,2000,07,16
2000-07-17,542.73,2000,07,17
2000-07-18,542.63,2000,07,18
2000-07-19,544.56,2000,07,19
2000-07-20,547.36,2000,07,20
2000-07-21,545.44,2000,07,21
2000-07-22,,2000,07,22
2000-07-23,,2000,07,23
2000-07-24,545.52,2000,07,24
2000-07-25,547.82,2000,07,25
2000-07-26,550.97,2000,07,26
2000-07-27,554.02,2000,07,27
2000-07-28,554.46,2000,07,28
2000-07-29,,2000,07,29
2000-07-30,,2000,07,30
2000-07-31,556.38,2000,07,31
2000-08-01,557.42,2000,08,01
2000-08-02,554.71,2000,08,02
2000-08-03,550.74,2000,08,03
2000-08-04,551.61,2000,08,04
2000-08-05,,2000,08,05
2000-08-06,,2000,08,06
2000-08-07,554.53,2000,08,07
2000-08-08,555.49,2000,08,08
2000-08-09,553.37,2000,08,09
2000-08-10,552.86,2000,08,10
2000-08-11,552.62,2000,08,11
2000-08-12,,2000,08,12
2000-08-13,,2000,08,13
2000-08-14,550.02,2000,08,14
2000-08-15,,2000,08,15
2000-08-16,545.28,2000,08,16
2000-08-17,544.52,2000,08,17
2000-08-18,546.41,2000,08,18
2000-08-19,,2000,08,19
2000-08-20,,2000,08,20
2000-08-21,547.89,2000,08,21
2000-08-22,550.54,2000,08,22
2000-08-23,547.21,2000,08,23
2000-08-24,545.85,2000,08,24
2000-08-25,546.58,2000,08,25
2000-08-26,,2000,08,26
2000-08-27,,2000,08,27
2000-08-28,547.59,2000,08,28
2000-08-29,545.94,2000,08,29
2000-08-30,558.26,2000,08,30
2000-08-31,562.44,2000,08,31
2000-09-01,563.02,2000,09,01
2000-09-02,,2000,09,02
2000-09-03,,2000,09,03
2000-09-04,,2000,09,04
2000-09-05,562.77,2000,09,05
2000-09-06,568.15,2000,09,06
2000-09-07,568.88,2000,09,07
2000-09-08,569.53,2000,09,08
2000-09-09,,2000,09,09
2000-09-10,,2000,09,10
2000-09-11,567.51,2000,09,11
2000-09-12,566.48,2000,09,12
2000-09-13,565.33,2000,09,13
2000-09-14,565.65,2000,09,14
2000-09-15,561.36,2000,09,15
2000-09-16,,2000,09,16
2000-09-17,,2000,09,17
2000-09-18,,2000,09,18
2000-09-19,,2000,09,19
2000-09-20,562.22,2000,09,20
2000-09-21,569.17,2000,09,21
2000-09-22,568.41,2000,09,22
2000-09-23,,2000,09,23
2000-09-24,,2000,09,24
2000-09-25,567.54,2000,09,25
2000-09-26,562.32,2000,09,26
2000-09-27,564.97,2000,09,27
2000-09-28,567.43,2000,09,28
2000-09-29,565.37,2000,09,29
2000-09-30,,2000,09,30
2000-10-01,,2000,10,01
2000-10-02,563.49,2000,10,02
2000-10-03,562.48,2000,10,03
2000-10-04,560.85,2000,10,04
2000-10-05,560.39,2000,10,05
2000-10-06,558.45,2000,10,06
2000-10-07,,2000,10,07
2000-10-08,,2000,10,08
2000-10-09,,2000,10,09
2000-10-10,560.27,2000,10,10
2000-10-11,563.51,2000,10,11
2000-10-12,565.74,2000,10,12
2000-10-13,566.94,2000,10,13
2000-10-14,,2000,10,14
2000-10-15,,2000,10,15
2000-10-16,568.67,2000,10,16
2000-10-17,566.79,2000,10,17
2000-10-18,567.72,2000,10,18
2000-10-19,571.85,2000,10,19
2000-10-20,569.26,2000,10,20
2000-10-21,,2000,10,21
2000-10-22,,2000,10,22
2000-10-23,571.41,2000,10,23
2000-10-24,572.32,2000,10,24
2000-10-25,573.59,2000,10,25
2000-10-26,576.22,2000,10,26
2000-10-27,577.41,2000,10,27
2000-10-28,,2000,10,28
2000-10-29,,2000,10,29
2000-10-30,575.37,2000,10,30
2000-10-31,571.94,2000,10,31
2000-11-01,,2000,11,01
2000-11-02,569.41,2000,11,02
2000-11-03,571.8,2000,11,03
2000-11-04,,2000,11,04
2000-11-05,,2000,11,05
2000-11-06,573.62,2000,11,06
2000-11-07,572.34,2000,11,07
2000-11-08,576.58,2000,11,08
2000-11-09,574.32,2000,11,09
2000-11-10,577.16,2000,11,10
2000-11-11,,2000,11,11
2000-11-12,,2000,11,12
2000-11-13,575.27,2000,11,13
2000-11-14,575.08,2000,11,14
2000-11-15,572.48,2000,11,15
2000-11-16,572.78,2000,11,16
2000-11-17,571.45,2000,11,17
2000-11-18,,2000,11,18
2000-11-19,,2000,11,19
2000-11-20,573.59,2000,11,20
2000-11-21,574.56,2000,11,21
2000-11-22,573.59,2000,11,22
2000-11-23,574.74,2000,11,23
2000-11-24,575.58,2000,11,24
2000-11-25,,2000,11,25
2000-11-26,,2000,11,26
2000-11-27,576.1,2000,11,27
2000-11-28,576.43,2000,11,28
2000-11-29,579.29,2000,11,29
2000-11-30,580.37,2000,11,30
2000-12-01,578.59,2000,12,01
2000-12-02,,2000,12,02
2000-12-03,,2000,12,03
2000-12-04,577.62,2000,12,04
2000-12-05,576.56,2000,12,05
2000-12-06,575.59,2000,12,06
2000-12-07,573.77,2000,12,07
2000-12-08,,2000,12,08
2000-12-09,,2000,12,09
2000-12-10,,2000,12,10
2000-12-11,577.15,2000,12,11
2000-12-12,576.93,2000,12,12
2000-12-13,576.15,2000,12,13
2000-12-14,574.87,2000,12,14
2000-12-15,574.86,2000,12,15
2000-12-16,,2000,12,16
2000-12-17,,2000,12,17
2000-12-18,573.5,2000,12,18
2000-12-19,572.71,2000,12,19
2000-12-20,570.85,2000,12,20
2000-12-21,571.85,2000,12,21
2000-12-22,573.39,2000,12,22
2000-12-23,,2000,12,23
2000-12-24,,2000,12,24
2000-12-25,,2000,12,25
2000-12-26,573.0,2000,12,26
2000-12-27,573.55,2000,12,27
2000-12-28,574.32,2000,12,28
2000-12-29,572.68,2000,12,29
2000-12-30,,2000,12,30
2000-12-31,,2000,12,31
